tipo,nroproctab,codconv,nome,especialidade,simbolo,preco,candidatos_brana_por_nome,candidatos_brana_por_codigo,candidatos_por_similaridade,posicao_relativa,motivo_bloqueio,id,codigo,candidatos_easy_dental
easy,72,4040,Apicectomia em Molares com obturação retrógrada,,,,[],[],"[{'id': 40628, 'codigo': 4040, 'nome': 'Apicectomia em Molares com obtura\x87Æo retr¢grada', 'score': 0.9362}, {'id': 40631, 'codigo': 4070, 'nome': 'Apicectomia em Pr\x82-molares com obtura\x87Æo retr¢grada', 'score': 0.898}, {'id': 40625, 'codigo': 4010, 'nome': 'Apicectomia em Incisivos com obtura\x87Æo retr¢grada', 'score': 0.8125}]",,sem_candidato_semantico_confiavel,,,
easy,74,4060,Apicectomia em Pré-molares com enxerto leofilizado,,,,[],[],"[{'id': 40630, 'codigo': 4060, 'nome': 'Apicectomia em Pr\x82-molares com enxerto leofilizado', 'score': 0.98}, {'id': 40627, 'codigo': 4030, 'nome': 'Apicectomia em Molares com enxerto leofilizado', 'score': 0.9583}, {'id': 40624, 'codigo': 4000, 'nome': 'Apicectomia em Incisivos com enxerto leofilizado', 'score': 0.8367}]",,sem_candidato_semantico_confiavel,,,
easy,75,4070,Apicectomia em Pré-molares com obturação retrógrada,,,,[],[],"[{'id': 40631, 'codigo': 4070, 'nome': 'Apicectomia em Pr\x82-molares com obtura\x87Æo retr¢grada', 'score': 0.9216}, {'id': 40628, 'codigo': 4040, 'nome': 'Apicectomia em Molares com obtura\x87Æo retr¢grada', 'score': 0.898}, {'id': 40625, 'codigo': 4010, 'nome': 'Apicectomia em Incisivos com obtura\x87Æo retr¢grada', 'score': 0.78}]",,sem_candidato_semantico_confiavel,,,
easy,76,4080,Apicectomia em Pré-molares curetagem apical,,,,[],[],"[{'id': 40632, 'codigo': 4080, 'nome': 'Apicectomia em Pr\x82-molares curetagem apical', 'score': 0.9767}, {'id': 40629, 'codigo': 4050, 'nome': 'Apicectomia em Molares curetagem apical', 'score': 0.9512}, {'id': 40626, 'codigo': 4020, 'nome': 'Apicectomia em Incisivos curetagem apical', 'score': 0.8095}]",,sem_candidato_semantico_confiavel,,,
easy,78,4100,Desobturação de canal,,,,[],[],"[{'id': 40634, 'codigo': 4100, 'nome': 'Desobtura\x87Æo de canal', 'score': 0.9048}, {'id': 40642, 'codigo': 4180, 'nome': 'Retratamento de Canal - (Molares)', 'score': 0.56}, {'id': 40595, 'codigo': 5000, 'nome': 'Adequa\x87Æo de meio bucal', 'score': 0.5455}]",,sem_candidato_semantico_confiavel,,,
easy,79,4110,Preparo para Núcleo intra-radicular,,,,[],[],"[{'id': 40635, 'codigo': 4110, 'nome': 'Preparo para N£cleo intra-radicular', 'score': 0.9714}, {'id': 40639, 'codigo': 4150, 'nome': 'Remo\x87Æo de n£cleo intraradicular', 'score': 0.7463}, {'id': 40855, 'codigo': 300, 'nome': 'Placa de expansÆo para mordida cruzada', 'score': 0.5205}]",,sem_candidato_semantico_confiavel,,,
easy,81,4130,Reimplante dentes avuls. trauma + ap. contenção,,,,[],[],"[{'id': 40637, 'codigo': 4130, 'nome': 'Reimplante dentes avuls. trauma + ap. conten\x87Æo', 'score': 0.9556}, {'id': 40671, 'codigo': 7021, 'nome': 'Implante ¢sseo integr vel - H. Interno', 'score': 0.575}, {'id': 40670, 'codigo': 7022, 'nome': 'Implante ¢sseo integr vel - Cone Morse', 'score': 0.5432}]",,sem_candidato_semantico_confiavel,,,
easy,82,4140,Remoção de Coroal Total,,,,[],[],"[{'id': 40638, 'codigo': 4140, 'nome': 'Remo\x87Æo de Coroal Total', 'score': 0.913}, {'id': 40652, 'codigo': 2000, 'nome': 'Cimenta\x87Æo de Coroa Total Definitiva', 'score': 0.5763}, {'id': 40653, 'codigo': 2010, 'nome': 'Cimenta\x87Æo de Coroa Total Provis¢ria', 'score': 0.5763}]",,sem_candidato_semantico_confiavel,,,
easy,83,4150,Remoção de núcleo intraradicular,,,,[],[],"[{'id': 40639, 'codigo': 4150, 'nome': 'Remo\x87Æo de n£cleo intraradicular', 'score': 0.9062}, {'id': 40635, 'codigo': 4110, 'nome': 'Preparo para N£cleo intra-radicular', 'score': 0.7463}, {'id': 40638, 'codigo': 4140, 'nome': 'Remo\x87Æo de Coroal Total', 'score': 0.5455}]",,sem_candidato_semantico_confiavel,,,
easy,87,4190,Retratamento de Canal - (Pré-molares),,,,[],[],"[{'id': 40643, 'codigo': 4190, 'nome': 'Retratamento de Canal - (Pr\x82-molares)', 'score': 0.9697}, {'id': 40649, 'codigo': 4250, 'nome': 'Tratamento de Canal - (Pr\x82-molares)', 'score': 0.9375}, {'id': 40642, 'codigo': 4180, 'nome': 'Retratamento de Canal - (Molares)', 'score': 0.9355}]",,sem_candidato_semantico_confiavel,,,
easy,88,4200,Tratamento cirurgico de lesão endo-perio - (Curetagem),,,,[],[],"[{'id': 40644, 'codigo': 4200, 'nome': 'Tratamento cirurgico de lesÆo endo-perio - (Curetagem)', 'score': 0.98}, {'id': 40645, 'codigo': 4210, 'nome': 'Tratamento cirurgico de lesÆo endo-perio com enxerto leofilizado', 'score': 0.7719}, {'id': 40594, 'codigo': 6370, 'nome': 'Tratamento cir£rgico do l bio leporino', 'score': 0.6364}]",,sem_candidato_semantico_confiavel,,,
easy,89,4210,Tratamento cirurgico de lesão endo-perio com enxerto leofilizado,,,,[],[],"[{'id': 40645, 'codigo': 4210, 'nome': 'Tratamento cirurgico de lesÆo endo-perio com enxerto leofilizado', 'score': 0.9844}, {'id': 40644, 'codigo': 4200, 'nome': 'Tratamento cirurgico de lesÆo endo-perio - (Curetagem)', 'score': 0.7368}, {'id': 40594, 'codigo': 6370, 'nome': 'Tratamento cir£rgico do l bio leporino', 'score': 0.6275}]",,sem_candidato_semantico_confiavel,,,
easy,93,4250,Tratamento de Canal - (Pré-molares),,,,[],[],"[{'id': 40649, 'codigo': 4250, 'nome': 'Tratamento de Canal - (Pr\x82-molares)', 'score': 0.9677}, {'id': 40643, 'codigo': 4190, 'nome': 'Retratamento de Canal - (Pr\x82-molares)', 'score': 0.9375}, {'id': 40648, 'codigo': 4240, 'nome': 'Tratamento de Canal - (Molares)', 'score': 0.931}]",,sem_candidato_semantico_confiavel,,,
easy,94,4260,Tratamento de dentes c/ rizogenese incompleta - (Por sessão),,,,[],[],"[{'id': 40650, 'codigo': 4260, 'nome': 'Tratamento de dentes c/ rizogenese incompleta - (Por sessÆo)', 'score': 0.9818}, {'id': 40647, 'codigo': 4230, 'nome': 'Tratamento de Canal - (Molares com mais de 3 condutos)', 'score': 0.5524}, {'id': 40641, 'codigo': 4170, 'nome': 'Retratamento de Canal - (Molares com 4 ou mais condutos)', 'score': 0.5234}]",,sem_candidato_semantico_confiavel,,,
easy,95,4270,Tratamento de Trepanações / Perfurações,,,,[],[],"[{'id': 40651, 'codigo': 4270, 'nome': 'Tratamento de Trepana\x87äes / Perfura\x87äes', 'score': 0.8919}, {'id': 40648, 'codigo': 4240, 'nome': 'Tratamento de Canal - (Molares)', 'score': 0.5938}, {'id': 40642, 'codigo': 4180, 'nome': 'Retratamento de Canal - (Molares)', 'score': 0.5758}]",,sem_candidato_semantico_confiavel,,,
